question,answer_llm,answer_orig,document
"Is there any paid option that gives more support, like regular Zoom office hours?",Yes — there is an optional paid community called **AI Shipping Labs** that includes **regular Zoom office hours** and more structured support. The course content itself remains free.,"There are no separate live sessions for every module by default. Module materials are pre-recorded and available in the course repo.

Live sessions are announced separately when they happen. If you are stuck, ask your question in Slack and follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).

Optional extra support is available through [AI Shipping Labs](https://datatalks.club/docs/courses/llm-zoomcamp/ai-shipping-labs/), a paid community that includes regular Zoom office hours and additional structure. This is optional; the DataTalks.Club course content remains free.",d65e05bd7a
Are the course materials available somewhere in the repo even without live sessions?,"Yes — the module materials are pre-recorded and available in the course repo, even without live sessions. The main entry point is the [LLM Zoomcamp GitHub repository](https://github.com/DataTalksClub/llm-zoomcamp), and each lesson folder contains the relevant materials and video links.","There are no separate live sessions for every module by default. Module materials are pre-recorded and available in the course repo.

Live sessions are announced separately when they happen. If you are stuck, ask your question in Slack and follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).

Optional extra support is available through [AI Shipping Labs](https://datatalks.club/docs/courses/llm-zoomcamp/ai-shipping-labs/), a paid community that includes regular Zoom office hours and additional structure. This is optional; the DataTalks.Club course content remains free.",d65e05bd7a
Can I count my Bluesky posts toward learning in public credits?,Yes. Bluesky posts can be used toward learning in public credits.,Yes. Bluesky posts can be used for learning in public credits.,dbf5369006
Is Bluesky accepted for the learning in public requirement?,Yes. Bluesky posts can be used for learning in public credits.,Yes. Bluesky posts can be used for learning in public credits.,dbf5369006
Do posts on Bluesky qualify for course credits if I'm learning in public?,Yes. Bluesky posts can be used for learning in public credits.,Yes. Bluesky posts can be used for learning in public credits.,dbf5369006
Would sharing my progress on Bluesky be enough for learning in public credits?,Yes. Bluesky posts can be used for learning in public credits.,Yes. Bluesky posts can be used for learning in public credits.,dbf5369006
Can I use Bluesky activity as proof for learning in public credits?,Yes. Bluesky posts can be used for learning in public credits.,Yes. Bluesky posts can be used for learning in public credits.,dbf5369006
What’s the Telegram channel for LLM Zoomcamp?,The Telegram channel for LLM Zoomcamp is: https://t.me/llm_zoomcamp,"The Telegram channel is [https://t.me/llm_zoomcamp](https://t.me/llm_zoomcamp).

Use it for announcements. For technical discussion and questions, use the course Slack channel.",054f3fd58f
Where can I find the LLM Zoomcamp Telegram group?,"The LLM Zoomcamp Telegram channel is: https://t.me/llm_zoomcamp

Use it for announcements. For technical discussion and questions, use the course Slack channel.","The Telegram channel is [https://t.me/llm_zoomcamp](https://t.me/llm_zoomcamp).

Use it for announcements. For technical discussion and questions, use the course Slack channel.",054f3fd58f
Is there a Telegram link for course announcements in LLM Zoomcamp?,Yes — the Telegram channel for course announcements is https://t.me/llm_zoomcamp.,"The Telegram channel is [https://t.me/llm_zoomcamp](https://t.me/llm_zoomcamp).

Use it for announcements. For technical discussion and questions, use the course Slack channel.",054f3fd58f
"Where should I go for LLM Zoomcamp updates, the Telegram channel or Slack?","For **updates and announcements**, go to the **Telegram channel**: https://t.me/llm_zoomcamp

Use **Slack** for **technical discussion and questions**.","The Telegram channel is [https://t.me/llm_zoomcamp](https://t.me/llm_zoomcamp).

Use it for announcements. For technical discussion and questions, use the course Slack channel.",054f3fd58f
